user,dataID,filename,Question_1_1_1,Question_1_2_1,Question_1_2_2,Question_1_3_1,Question_2_1_1,Question_2_2_1,Question_3_1_1,Question_3_2_1,Question_3_3_1,Question_4_1_1,Question_4_2_1,Question_4_3_1,Question_5_1_1,Question_5_2_1,Question_5_3_1,Question_5_4_1,Question_5_5_1,Question_6_1_1,Question_6_2_1,Question_6_3_1,Question_6_4_1,Question_6_5_1,Question_7_1_1,Question_7_2_1,Question_7_3_1,Question_8_1_1,Question_8_2_1,Question_9_1_1,work_length,message
96,83967246,Schubert_D960_mv2_8bars_3_01.wav,5,,,,6,3,5,1,3,3,5,3,2,3,3,6,3,5,3,5,3,5,3,6,6,3,3,7,94,
113,83967248,Schubert_D960_mv2_8bars_0_06.wav,2,,,,5,5,1,4,5,5,1,3,6,6,5,3,1,3,2,3,5,2,3,2,2,3,4,2,23,웅장라게 진행되면서도 서정적이다
86,83967274,Schubert_D960_mv2_8bars_3_01.wav,2,,,,5,6,5,3,3,2,5,5,2,2,4,5,5,6,5,6,1,6,5,5,5,6,6,6,200,
103,83967285,Schubert_D960_mv2_8bars_3_03.wav,6,,,,6,6,6,2,7,2,6,4,2,2,6,5,6,2,5,5,2,5,4,6,6,6,6,6,30,도입구와 이후 이어지는 부분에서 아티큘레이션이 위태위태하다고 느껴졌다.
86,83967313,Schubert_D960_mv2_8bars_5_15.wav,5,,,,2,2,2,3,5,6,2,6,6,4,2,2,2,5,6,2,7,1,6,3,6,2,3,1,200,
103,83967356,Schubert_D960_mv2_8bars_4_17.wav,3,,,,4,6,2,6,6,6,2,6,6,7,1,2,1,4,2,3,6,2,5,2,2,1,2,1,40,뚜렷한 멜로디라인과 페달연결이 지저분하지 않고 자연스럽게 들렸다.
78,83967393,Schubert_D960_mv2_8bars_1_02.wav,6,,,,5,5,4,5,3,3,5,6,3,4,3,5,5,5,4,6,2,5,5,5,5,4,4,5,240,
96,83967409,Schubert_D960_mv2_8bars_1_14.wav,3,,,,2,5,2,5,5,3,2,3,3,3,5,5,3,5,3,5,3,5,3,5,5,5,5,5,95,
103,83967444,Schubert_D960_mv2_8bars_2_04.wav,5,,,,2,3,1,6,6,6,2,6,7,6,1,1,1,4,2,3,6,2,2,2,1,1,2,1,50,연주자의 의도로 템포가 크게 변하지 않는 선에서 감정이 풍부하게 표현하는 듯 하였다.
96,83967456,Schubert_D960_mv2_8bars_4_15.wav,5,,,,2,5,3,5,5,3,3,2,2,3,3,3,2,6,3,6,5,3,2,6,5,2,1,5,78,
78,83967463,Schubert_D960_mv2_8bars_1_11.wav,5,,,,4,2,3,3,6,5,3,6,5,2,2,2,4,4,3,6,3,3,6,6,5,5,5,4,190,
110,83967492,Schubert_D960_mv2_8bars_Score_14.wav,2,,,,1,2,2,6,6,2,2,3,4,2,3,3,6,5,2,6,2,2,0,6,6,6,6,6,288,한번에 듣고 평강함
103,83967501,Schubert_D960_mv2_8bars_2_01.wav,6,,,,5,6,6,2,6,2,6,6,3,2,6,5,6,5,6,3,3,5,6,6,5,5,5,5,40,공간감이 다른 연주에 비해 적고 절제된 연주라고 생각되었다.
78,83967511,Schubert_D960_mv2_8bars_Score_14.wav,2,,,,3,3,3,5,3,3,6,3,2,6,6,6,6,5,5,4,5,5,2,6,3,3,5,6,220,
77,83967553,Schubert_D960_mv2_8bars_3_12.wav,6,,,,6,7,6,6,1,6,6,5,3,7,7,7,1,2,7,7,2,6,5,2,6,6,6,7,480,
6,83967558,Schubert_D960_mv2_8bars_0_16.wav,6,,,,3,2,2,6,2,5,3,5,5,2,3,4,3,5,2,6,5,3,5,5,5,2,4,5,73,
103,83967577,Schubert_D960_mv2_8bars_2_02.wav,6,,,,2,3,2,2,3,5,2,3,5,5,3,4,3,3,4,2,5,3,3,3,4,3,3,3,30,멜로디라인과 셈여림 변화에 집중하면서 듣고자 하였다.
110,83967594,Schubert_D960_mv2_8bars_0_07.wav,2,,,,2,2,2,5,3,2,2,2,2,5,4,3,3,3,3,2,3,3,2,3,6,4,4,4,280,느낌과 분위기 항목을 두번재 들을 때와 첫번째 듣고 체크한것이 서로 달라짐
78,83967602,Schubert_D960_mv2_8bars_Score_01.wav,2,,,,1,3,3,5,3,2,6,7,2,3,6,5,6,4,5,5,5,4,7,6,6,3,2,5,250,
6,83967632,Schubert_D960_mv2_8bars_4_06.wav,2,,,,3,2,5,3,3,3,5,5,2,2,3,2,5,5,3,5,0,3,5,4,5,5,5,4,90,
78,83967655,Schubert_D960_mv2_8bars_3_13.wav,6,,,,5,6,5,5,4,2,6,6,2,3,5,6,5,6,4,6,5,5,6,6,6,3,3,5,210,
6,83967673,Schubert_D960_mv2_8bars_5_17.wav,2,,,,2,2,3,6,5,3,2,6,2,2,1,3,5,6,3,6,5,0,6,4,5,3,3,3,105,
103,83967689,Schubert_D960_mv2_8bars_4_02.wav,6,,,,2,3,2,6,2,6,2,3,6,5,2,4,2,5,2,4,6,3,3,2,3,3,2,1,50,
6,83967711,Schubert_D960_mv2_8bars_4_17.wav,6,,,,2,2,2,6,5,3,3,5,3,2,3,3,3,5,3,5,5,2,5,6,5,1,2,3,76,
103,83967717,Schubert_D960_mv2_8bars_2_14.wav,3,,,,5,6,3,2,7,2,6,5,2,2,5,0,6,3,5,3,3,4,5,6,5,5,6,5,45,
78,83967718,Schubert_D960_mv2_8bars_1_05.wav,6,,,,2,2,2,2,6,5,2,6,6,1,2,2,5,4,2,6,5,1,6,6,6,2,2,1,220,
110,83967743,Schubert_D960_mv2_8bars_5_07.wav,4,,,,2,2,2,6,6,2,2,3,5,5,2,4,3,5,3,3,5,3,3,3,4,5,4,3,270,연주 평가가 좀 어려웠다
103,83967745,Schubert_D960_mv2_8bars_2_10.wav,6,,,,6,6,5,6,7,2,5,5,2,2,6,6,5,2,6,4,2,6,6,6,7,6,5,7,50,
6,83967750,Schubert_D960_mv2_8bars_Score_15.wav,2,,,,5,6,3,2,3,6,4,2,3,6,5,0,3,3,5,2,5,4,5,3,0,6,5,5,120,
104,83967756,Schubert_D960_mv2_8bars_Score_15.wav,4,,,,5,6,3,4,2,5,3,5,5,4,4,3,3,4,5,3,5,3,5,3,4,4,4,4,38,전반부는 포르테의  풍성함을  표현했고 후반부는 섬세하고  조금 작은 소리로 절제된 표현을 했다.
78,83967763,Schubert_D960_mv2_8bars_0_05.wav,7,,2.0,,4,2,1,1,6,6,1,6,7,2,1,1,3,4,1,6,6,1,6,6,6,2,2,1,230,230
103,83967769,Schubert_D960_mv2_8bars_4_05.wav,4,,,,1,6,2,7,0,6,1,6,6,6,2,2,2,5,2,3,6,3,6,3,2,3,3,3,40,
103,83967801,Schubert_D960_mv2_8bars_Score_02.wav,3,,,,3,2,1,7,2,2,5,5,2,2,6,5,6,4,6,6,3,0,5,3,3,5,6,6,45,
78,83967827,Schubert_D960_mv2_8bars_1_10.wav,2,,,,1,1,1,2,6,6,2,6,7,6,1,2,5,4,1,2,6,1,6,2,2,2,2,1,200,
6,83967843,Schubert_D960_mv2_8bars_0_11.wav,2,,,,6,5,5,2,2,2,6,3,2,4,6,3,6,3,6,3,2,3,4,3,6,6,6,5,61,
73,83967844,Schubert_D960_mv2_8bars_2_04.wav,1,7.0,,,1,6,2,2,5,6,1,2,6,6,2,2,2,4,2,2,6,2,6,2,3,3,3,2,240,설득력이 있다.
90,83967888,Schubert_D960_mv2_8bars_Score_05.wav,2,,,,2,5,1,6,2,2,6,3,5,3,6,6,4,4,5,5,2,4,6,4,5,6,6,6,100,
90,83967906,Schubert_D960_mv2_8bars_2_10.wav,5,,,,2,2,2,4,5,4,3,2,5,5,4,3,6,3,4,3,2,2,2,4,5,6,6,5,100,
6,83967945,Schubert_D960_mv2_8bars_2_09.wav,5,,,,5,3,5,2,3,5,3,2,5,5,5,2,3,2,6,5,3,3,3,3,3,5,5,4,85,
84,83967955,Schubert_D960_mv2_8bars_3_05.wav,2,,,,5,2,7,2,2,2,6,6,2,2,2,6,6,6,2,6,2,4,6,6,6,2,2,6,190,
110,83967998,Schubert_D960_mv2_8bars_5_06.wav,2,,,,1,6,2,6,6,2,2,6,2,2,6,4,6,5,5,6,2,4,6,4,6,6,6,4,270,두번째 듣고나서 감정항목의 체크가 달라졌다
90,83968008,Schubert_D960_mv2_8bars_4_16.wav,5,,,,3,2,1,7,3,2,3,2,5,2,2,2,6,7,2,3,2,3,3,6,5,4,5,5,90,
84,83968025,Schubert_D960_mv2_8bars_2_07.wav,2,,,,2,2,2,2,6,2,2,3,4,6,3,4,3,4,2,2,3,2,4,4,4,5,5,4,60,
90,83968035,Schubert_D960_mv2_8bars_Score_15.wav,2,,,,2,5,1,6,1,2,6,6,4,4,6,2,3,5,5,3,2,4,4,3,4,6,6,6,90,
113,83968047,Schubert_D960_mv2_8bars_5_06.wav,3,,,,4,5,3,2,4,5,2,2,6,6,2,2,2,3,2,3,5,2,2,2,3,3,3,2,27,조성이 본 연주곡으로 되었을때 다른 조보드 느낌이 가배운 느낌으로 진행된다.
90,83968062,Schubert_D960_mv2_8bars_4_17.wav,6,,,,2,2,1,7,2,2,6,6,5,2,4,5,6,6,4,6,2,4,5,6,5,5,6,6,90,
110,83968069,Schubert_D960_mv2_8bars_4_01.wav,4,,,,1,1,1,6,6,1,1,5,6,2,1,2,6,6,2,6,2,2,6,6,6,2,2,2,300,여러번  반복해서 듣고 평가하게 됨
77,83968076,Schubert_D960_mv2_8bars_Score_16.wav,6,,,,6,6,6,6,1,4,4,4,1,6,6,6,2,6,6,7,2,6,4,3,3,6,7,7,420,
84,83968084,Schubert_D960_mv2_8bars_4_03.wav,2,,,,2,2,3,6,6,2,6,6,2,2,2,3,4,6,3,6,2,2,6,6,5,2,4,4,80,
113,83968106,Schubert_D960_mv2_8bars_3_17.wav,5,,,,3,3,3,5,5,4,3,4,4,3,3,3,5,5,3,6,5,2,5,6,5,5,4,4,50,맨처음 음악이 중간에 들어가는 느낌이 들어 별로였지만 전반적으로 마무리의 음악적 진행은 좋았다.
90,83968109,Schubert_D960_mv2_8bars_1_10.wav,5,,,,2,2,1,5,2,1,6,5,3,3,5,4,6,4,5,5,2,4,3,4,4,6,6,6,90,
84,83968142,Schubert_D960_mv2_8bars_2_16.wav,5,,,,5,3,3,6,6,2,4,6,3,3,3,5,6,6,3,6,2,4,6,6,6,6,6,6,150,
90,83968151,Schubert_D960_mv2_8bars_Score_16.wav,2,,,,6,6,4,4,2,1,6,5,2,2,4,4,7,4,5,6,1,5,5,6,6,7,7,6,100,
110,83968161,Schubert_D960_mv2_8bars_Score_05.wav,2,,,,4,5,2,6,6,3,3,6,5,5,6,4,3,6,2,6,5,3,6,6,5,4,4,6,301,
6,83968173,Schubert_D960_mv2_8bars_Score_08.wav,2,,,,5,6,2,6,3,3,3,5,2,5,5,5,3,3,2,3,6,2,5,2,2,2,3,2,65,
113,83968178,Schubert_D960_mv2_8bars_4_07.wav,4,,,,3,3,2,5,6,5,2,3,5,5,3,2,3,4,3,3,5,3,3,3,4,3,3,3,29,아르페지오가 넘 강하게 나오는듯하다
90,83968193,Schubert_D960_mv2_8bars_3_07.wav,6,,,,6,6,3,3,4,5,3,3,5,4,3,2,5,6,2,2,5,3,2,3,3,3,4,2,100,
84,83968202,Schubert_D960_mv2_8bars_1_13.wav,2,,,,6,5,6,6,2,2,3,6,4,3,2,3,3,6,2,6,2,4,6,6,6,6,6,5,160,
90,83968218,Schubert_D960_mv2_8bars_5_09.wav,6,,,,5,6,1,7,6,4,6,5,4,3,5,4,4,5,5,5,3,4,6,5,4,6,5,5,110,
113,83968240,Schubert_D960_mv2_8bars_3_03.wav,4,,,,5,3,5,3,3,5,3,3,5,5,3,3,5,3,3,3,3,3,3,4,4,0,4,4,42,처음들었을때는 의아스러웠는데 다시 들으니 상행진행으로 이루어진것이 또다른 매력으로 들렸다.
90,83968247,Schubert_D960_mv2_8bars_2_13.wav,4,,,,2,2,3,4,3,6,2,3,5,4,2,2,2,6,1,3,6,1,3,3,2,2,2,1,100,
104,83968254,Schubert_D960_mv2_8bars_3_05.wav,3,,,,3,3,3,5,3,5,4,5,6,2,2,4,6,6,4,6,2,4,6,5,6,5,5,4,37,무겁고 느린 속도와 어두운 곡이다.
84,83968268,Schubert_D960_mv2_8bars_2_02.wav,2,,,,2,2,2,2,5,4,2,6,6,5,2,2,2,6,2,2,6,2,6,4,4,3,3,3,140,
90,83968302,Schubert_D960_mv2_8bars_Score_03.wav,2,,,,6,6,1,6,3,2,4,4,4,3,6,5,5,5,5,5,3,4,3,4,5,6,5,5,100,
113,83968312,Schubert_D960_mv2_8bars_1_12.wav,4,,,,3,5,3,5,5,5,3,5,3,5,3,3,3,5,3,3,3,3,5,3,3,3,3,4,37,베이스의 같은 음의 진행이 한곳에 머무르면서 그안에서 음악이 흘러가는것을 느끼게 해준다.
90,83968329,Schubert_D960_mv2_8bars_1_05.wav,3,,,,2,2,3,5,2,2,5,6,3,2,4,3,6,6,5,6,3,3,6,6,6,3,5,5,90,
110,83968333,Schubert_D960_mv2_8bars_4_05.wav,4,,,,2,3,2,6,6,2,2,5,2,2,5,4,3,5,4,3,3,4,5,5,5,5,6,6,273,연주가 평범에서 항목 체크하기가 더 어려운 것 같음
84,83968336,Schubert_D960_mv2_8bars_0_01.wav,2,,,,2,2,3,4,4,3,4,5,2,2,5,5,5,6,2,6,2,4,6,6,6,6,6,6,100,
113,83968360,Schubert_D960_mv2_8bars_0_17.wav,5,,,,2,3,3,5,6,5,3,3,6,3,3,3,5,5,3,5,3,3,3,5,3,3,3,5,120,음악을 48초정도에 끊어도 될듯해요
90,83968400,Schubert_D960_mv2_8bars_2_17.wav,3,,,,3,4,3,4,5,4,4,5,3,3,4,4,6,6,3,5,4,3,5,6,5,3,4,4,100,
84,83968417,Schubert_D960_mv2_8bars_5_10.wav,6,,,,5,5,3,6,6,2,6,6,2,3,6,6,6,2,4,4,3,6,6,6,6,6,6,6,110,
113,83968421,Schubert_D960_mv2_8bars_1_01.wav,4,,,,3,3,2,5,5,5,3,5,3,4,3,3,5,4,3,5,5,3,5,5,4,4,3,4,60,음악적 진행이 더 되면 졸겠다라는 생각이 들었습니다.
110,83968429,Schubert_D960_mv2_8bars_Score_03.wav,2,,,,2,4,2,5,5,2,2,5,3,3,3,3,3,4,2,2,6,3,6,3,3,3,3,3,298,여러번 반복해서 듣고 연주평가 함
90,83968431,Schubert_D960_mv2_8bars_0_12.wav,2,,,,6,6,4,3,4,6,2,5,5,5,2,2,3,5,2,4,6,2,5,4,3,2,3,2,100,
84,83968443,Schubert_D960_mv2_8bars_Score_14.wav,2,,,,3,6,3,6,6,2,6,6,2,2,6,6,6,2,4,6,2,6,6,6,6,6,6,6,80,
100,83968450,Schubert_D960_mv2_8bars_4_07.wav,7,,2.0,,5,5,1,7,7,3,3,3,6,5,7,5,6,2,5,3,6,3,3,3,3,5,6,6,300,
113,83968456,Schubert_D960_mv2_8bars_5_07.wav,4,,,,5,5,3,5,5,5,3,2,5,5,3,3,4,3,2,3,4,3,2,3,4,3,3,3,50,"음악 연주를 조금만 더 잘하면 어땠을까..좋았는데..중간에 빼먹은 음이 있는듯한 느낌이 들어 아쉬웠다."
90,83968457,Schubert_D960_mv2_8bars_1_10.wav,6,,,,3,5,2,6,2,4,4,3,5,5,4,4,5,6,2,4,4,4,4,4,4,5,6,5,100,
84,83968470,Schubert_D960_mv2_8bars_3_17.wav,6,,,,4,4,6,4,2,2,6,6,2,2,6,6,6,5,5,6,2,6,6,6,6,6,6,6,70,
113,83968487,Schubert_D960_mv2_8bars_5_10.wav,4,,,,4,2,2,5,5,7,1,2,7,6,2,2,3,4,2,5,5,2,2,3,2,3,3,2,60,음악적 표현이 너무 좋다. 
90,83968490,Schubert_D960_mv2_8bars_0_08.wav,3,,,,6,5,1,5,1,3,3,5,5,5,5,4,4,5,5,3,5,4,4,4,4,5,6,6,100,
84,83968501,Schubert_D960_mv2_8bars_4_04.wav,4,,,,2,2,3,6,6,6,2,6,6,4,2,2,2,6,2,6,4,4,6,3,3,3,3,3,100,
113,83968508,Schubert_D960_mv2_8bars_0_01.wav,5,,,,3,5,3,5,5,6,2,4,5,5,3,2,2,4,2,5,5,3,5,3,3,3,3,2,55,표현이 좋아서 계속 듣고싶다
84,83968532,Schubert_D960_mv2_8bars_2_07.wav,2,,,,2,5,4,6,6,2,6,5,2,4,6,6,6,3,3,3,3,6,5,6,6,6,6,6,100,
100,83968540,Schubert_D960_mv2_8bars_1_15.wav,7,,6.0,,6,7,4,7,5,5,4,5,6,5,6,5,5,5,3,5,4,6,6,6,5,5,5,5,260,
84,83968559,Schubert_D960_mv2_8bars_5_15.wav,6,,,,3,5,3,6,6,4,4,6,4,4,6,6,5,2,4,4,3,6,6,6,6,6,6,6,105,
84,83968589,Schubert_D960_mv2_8bars_Score_13.wav,2,,,,3,6,2,6,6,2,6,6,2,6,6,6,2,2,5,4,4,6,6,4,4,4,4,6,100,
100,83968600,Schubert_D960_mv2_8bars_5_04.wav,7,,1.0,5.0,5,5,2,2,5,6,2,5,3,3,1,2,2,7,2,6,6,1,5,6,4,2,3,2,180,
84,83968618,Schubert_D960_mv2_8bars_1_12.wav,2,,,,6,6,4,6,6,4,3,6,3,3,5,5,4,4,4,4,2,5,5,6,6,6,6,6,80,
84,83968635,Schubert_D960_mv2_8bars_Score_16.wav,2,,,,6,6,6,4,4,2,6,4,2,2,6,6,6,4,6,6,2,6,6,6,6,6,6,6,90,
100,83968640,Schubert_D960_mv2_8bars_5_16.wav,5,,,,3,3,4,5,6,2,6,5,2,2,3,7,6,6,3,6,1,6,5,7,5,3,4,3,250,
84,83968658,Schubert_D960_mv2_8bars_5_06.wav,2,,,,2,6,4,6,3,2,4,5,2,3,6,6,6,4,4,4,3,5,5,6,6,6,6,6,95,
100,83968671,Schubert_D960_mv2_8bars_3_09.wav,5,,,,3,5,3,2,7,5,3,3,4,5,5,3,2,4,5,3,5,4,3,3,3,3,4,3,180,
90,83968675,Schubert_D960_mv2_8bars_1_14.wav,3,,,,3,5,2,4,2,2,6,4,3,3,3,5,6,5,6,5,3,4,4,6,5,6,6,6,100,
84,83968687,Schubert_D960_mv2_8bars_0_02.wav,3,,,,3,6,6,6,2,2,6,6,2,2,6,6,5,2,4,5,2,6,6,6,6,6,6,6,110,
90,83968706,Schubert_D960_mv2_8bars_1_14.wav,2,,,,3,6,2,6,2,3,5,5,3,2,6,4,5,5,6,6,1,4,5,6,4,6,6,6,100,
100,83968708,Schubert_D960_mv2_8bars_2_13.wav,3,,,,3,6,3,3,5,6,3,5,6,5,5,3,3,5,3,5,5,3,4,2,3,3,3,2,200,
104,83968709,Schubert_D960_mv2_8bars_5_10.wav,3,,,,3,2,3,6,4,5,4,3,6,5,3,3,3,2,2,5,2,4,2,5,4,5,5,4,36,빠른 분산화음과  아름다운 선율이 어우러진 곡이다.
84,83968721,Schubert_D960_mv2_8bars_4_04.wav,3,,,,2,2,2,6,6,5,3,5,6,4,2,3,3,6,2,6,3,3,5,4,4,5,4,4,120,
101,83968742,Schubert_D960_mv2_8bars_3_01.wav,3,,,,3,4,6,3,3,4,4,6,3,3,3,4,4,5,4,5,3,4,6,5,4,3,4,4,98,
90,83968747,Schubert_D960_mv2_8bars_2_16.wav,3,,,,3,2,3,5,5,6,3,3,5,5,2,3,2,6,2,3,6,2,2,3,3,3,4,2,100,
84,83968751,Schubert_D960_mv2_8bars_1_02.wav,2,,,,2,2,2,5,5,5,3,5,5,5,2,2,4,4,4,4,6,3,5,4,4,4,4,5,100,
84,83968772,Schubert_D960_mv2_8bars_3_09.wav,2,,,,2,6,6,4,3,2,6,4,2,2,7,7,7,2,4,3,2,6,6,6,6,6,6,6,115,
101,83968774,Schubert_D960_mv2_8bars_1_15.wav,3,,,,3,3,3,6,4,4,3,5,5,3,4,4,3,4,3,5,4,4,5,4,3,3,4,4,100,
101,83968791,Schubert_D960_mv2_8bars_0_05.wav,3,,,,3,3,2,2,5,5,1,6,5,2,2,2,3,4,4,5,6,2,6,4,3,3,3,2,97,
84,83968794,Schubert_D960_mv2_8bars_5_02.wav,5,,,,3,5,3,5,5,3,3,5,5,3,4,6,3,2,4,5,4,6,6,5,6,6,6,6,90,
101,83968815,Schubert_D960_mv2_8bars_4_01.wav,4,,,,2,2,2,6,6,5,2,6,4,3,3,4,3,5,5,5,5,4,6,4,4,3,3,3,84,
100,83968824,Schubert_D960_mv2_8bars_0_15.wav,4,,,,3,4,3,4,2,3,5,6,3,2,3,6,5,4,5,6,5,3,7,5,6,3,5,4,300,
101,83968825,Schubert_D960_mv2_8bars_4_14.wav,4,,,,4,3,2,5,5,3,4,4,3,3,5,5,5,4,4,5,4,4,4,3,4,3,4,4,100,
101,83968835,Schubert_D960_mv2_8bars_1_17.wav,3,,,,4,3,1,6,6,4,1,5,3,3,3,3,3,4,5,5,6,3,5,4,3,2,3,3,77,
73,83968850,Schubert_D960_mv2_8bars_0_01.wav,1,5.0,,,6,6,3,3,2,2,6,6,2,2,4,6,6,6,6,6,2,5,6,6,6,6,6,6,280,애매하다
101,83968851,Schubert_D960_mv2_8bars_0_02.wav,3,,,,3,3,2,2,3,4,2,5,3,3,2,2,2,4,5,5,6,2,5,5,3,3,2,2,87,
90,83968854,Schubert_D960_mv2_8bars_0_13.wav,6,,,,5,5,5,3,2,5,2,3,6,5,2,3,2,5,2,2,6,4,2,3,4,3,3,3,100,
100,83968856,Schubert_D960_mv2_8bars_0_04.wav,4,,,,3,2,2,6,2,3,6,7,2,1,4,4,5,5,4,7,3,5,7,4,6,3,5,5,300,
101,83968864,Schubert_D960_mv2_8bars_Score_04.wav,2,,,,2,5,1,5,5,4,1,5,5,3,5,4,4,3,5,5,5,4,5,3,3,3,4,3,65,
101,83968877,Schubert_D960_mv2_8bars_5_12.wav,2,,,,3,2,1,5,4,4,2,5,2,3,3,4,3,4,4,5,4,4,6,3,4,3,4,4,84,
90,83968881,Schubert_D960_mv2_8bars_5_08.wav,7,,2.0,,2,5,1,6,3,5,3,3,6,6,5,3,3,6,2,3,6,3,3,2,2,3,4,3,100,
101,83968887,Schubert_D960_mv2_8bars_5_08.wav,2,,,,2,2,1,4,5,5,1,4,5,2,3,3,3,4,4,4,5,3,5,3,3,3,4,3,82,
100,83968890,Schubert_D960_mv2_8bars_4_01.wav,4,,,,3,1,3,7,7,2,5,7,1,1,3,3,4,7,4,7,2,3,7,7,5,2,6,5,260,
90,83968902,Schubert_D960_mv2_8bars_0_14.wav,2,,,,5,5,4,3,2,4,6,2,4,2,3,3,6,5,5,6,2,3,5,6,5,5,5,4,100,
101,83968903,Schubert_D960_mv2_8bars_2_01.wav,2,,,,2,4,1,3,4,5,1,5,3,2,2,2,3,4,5,4,6,2,6,3,3,2,3,2,74,
101,83968911,Schubert_D960_mv2_8bars_2_09.wav,1,7.0,,,2,5,1,1,2,5,1,4,5,5,2,1,2,4,5,3,6,1,4,2,3,2,3,2,91,
101,83968925,Schubert_D960_mv2_8bars_3_04.wav,3,,,,5,5,5,3,3,4,5,5,2,2,4,5,4,5,5,5,2,4,5,3,4,3,4,4,85,
101,83968939,Schubert_D960_mv2_8bars_Score_11.wav,2,,,,3,2,1,5,5,5,2,6,5,2,3,4,3,3,4,5,5,4,6,3,3,3,4,3,63,
84,83968941,Schubert_D960_mv2_8bars_2_15.wav,2,,,,2,2,2,2,4,6,2,5,6,6,2,2,2,4,2,2,6,2,5,2,2,2,3,2,85,
100,83968942,Schubert_D960_mv2_8bars_Score_12.wav,1,2.0,,,2,1,2,5,7,1,7,7,1,1,4,7,7,4,4,7,1,7,7,7,5,7,6,7,144,
73,83968943,Schubert_D960_mv2_8bars_2_01.wav,2,,,,2,1,1,7,7,7,2,2,6,6,1,1,2,4,6,2,6,2,2,2,2,1,2,2,180,설득력이 있다
104,83968945,Schubert_D960_mv2_8bars_1_16.wav,3,,,,4,3,3,3,4,5,4,4,2,2,4,4,6,6,3,4,5,4,5,6,6,2,3,5,39,몽환적이면서도  절제력있게  연주함
90,83968948,Schubert_D960_mv2_8bars_3_16.wav,6,,,,2,2,2,5,3,3,3,2,5,3,4,3,5,7,2,5,4,3,3,6,4,2,3,3,100,
101,83968959,Schubert_D960_mv2_8bars_Score_03.wav,2,,,,5,4,1,6,6,3,2,5,5,3,5,4,5,4,4,5,4,4,3,2,3,4,5,4,78,
84,83968962,Schubert_D960_mv2_8bars_4_10.wav,6,,,,3,3,3,6,6,2,6,4,2,2,6,6,6,4,4,4,2,6,5,6,6,6,6,6,100,
100,83968967,Schubert_D960_mv2_8bars_1_01.wav,4,,,,3,4,5,3,6,3,6,7,2,2,2,3,4,6,5,6,6,3,7,5,3,3,3,3,180,
101,83968969,Schubert_D960_mv2_8bars_5_12.wav,2,,,,2,2,1,5,6,5,1,6,2,2,2,5,2,4,5,5,5,4,6,3,4,2,4,3,52,
84,83968975,Schubert_D960_mv2_8bars_3_14.wav,6,,,,4,5,6,6,2,2,6,6,2,2,6,6,6,3,4,4,2,6,6,6,6,6,6,6,70,
101,83968976,Schubert_D960_mv2_8bars_Score_16.wav,2,,,,5,5,7,1,1,1,6,4,2,2,4,4,7,4,5,5,1,5,4,6,5,5,5,5,85,
90,83968978,Schubert_D960_mv2_8bars_Score_09.wav,6,,,,7,6,1,7,6,2,6,2,6,6,7,6,3,3,6,3,2,5,5,2,3,6,6,6,100,
73,83968984,Schubert_D960_mv2_8bars_3_03.wav,6,,,,7,7,7,1,1,6,2,4,1,2,2,2,1,5,2,2,6,5,6,2,2,4,6,6,300,애매하다
104,83968985,Schubert_D960_mv2_8bars_2_06.wav,3,,,,5,6,2,2,4,5,2,2,2,6,5,3,5,4,6,2,4,3,5,4,4,4,4,5,30,반복되는  리듬감이  특징이다
84,83968986,Schubert_D960_mv2_8bars_2_16.wav,2,,,,2,4,5,5,3,2,5,4,2,2,5,6,6,4,5,5,2,6,6,6,6,6,6,6,90,
101,83968987,Schubert_D960_mv2_8bars_5_06.wav,3,,,,2,2,1,7,6,5,1,3,3,2,2,2,4,4,5,5,5,4,3,3,4,3,4,4,74,
100,83968990,Schubert_D960_mv2_8bars_1_12.wav,1,7.0,,,3,3,2,6,3,4,6,7,5,3,6,6,2,4,5,6,5,7,6,5,7,6,6,6,230,
101,83968996,Schubert_D960_mv2_8bars_0_11.wav,4,,,,2,1,1,4,6,5,1,5,3,4,3,4,4,3,4,4,5,3,6,5,4,3,4,3,85,
84,83968999,Schubert_D960_mv2_8bars_1_04.wav,6,,,,2,5,6,6,2,4,3,5,4,3,4,3,5,4,4,5,3,5,5,6,6,6,6,6,85,
101,83969006,Schubert_D960_mv2_8bars_3_02.wav,3,,,,5,5,3,3,6,3,4,5,2,3,3,4,4,5,5,5,3,4,5,3,4,3,4,4,71,
104,83969008,Schubert_D960_mv2_8bars_4_12.wav,4,,,,3,3,2,6,4,4,2,5,5,2,4,4,4,6,3,4,5,4,5,6,6,6,2,5,32,풍성한 화음의  울림이  몽환적  감성을  표현
100,83969018,Schubert_D960_mv2_8bars_2_03.wav,5,,,,4,6,3,5,6,2,6,3,3,3,6,4,6,3,6,3,2,2,2,2,3,6,3,5,160,
101,83969019,Schubert_D960_mv2_8bars_2_04.wav,3,,,,3,4,1,4,4,5,2,6,5,2,2,3,3,4,4,4,6,2,6,2,3,2,3,3,58,
84,83969021,Schubert_D960_mv2_8bars_4_14.wav,6,,,,2,2,3,6,5,3,3,3,3,4,3,5,6,4,4,5,2,5,4,6,6,6,6,6,120,
90,83969028,Schubert_D960_mv2_8bars_0_07.wav,2,,,,2,3,2,6,5,5,3,2,6,5,4,3,4,4,3,3,5,2,3,3,4,5,5,5,90,
